"Statistic Label","Age Group","Sex","Regional Authority Area","Year","UNIT","VALUE"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2006","Thousand","137.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2007","Thousand","141.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2008","Thousand","144.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2009","Thousand","147.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2010","Thousand","149.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2011","Thousand","151.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2012","Thousand","153"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2013","Thousand","154.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2014","Thousand","156.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2015","Thousand","158.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2016","Thousand","162.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","State","2017","Thousand","166.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","1996","Thousand","11.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","1997","Thousand","13"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","1998","Thousand","13.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","1999","Thousand","13.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2000","Thousand","13.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2001","Thousand","13.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2002","Thousand","14.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2003","Thousand","14.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2004","Thousand","14.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2005","Thousand","14.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2006","Thousand","15.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2007","Thousand","16"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2008","Thousand","16.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2009","Thousand","16.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2010","Thousand","17.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2011","Thousand","17.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2012","Thousand","17.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2013","Thousand","17.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2014","Thousand","17.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2015","Thousand","18"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2016","Thousand","18.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Border","2017","Thousand","18.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","1996","Thousand","11.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","1997","Thousand","6.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","1998","Thousand","6.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","1999","Thousand","6.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2000","Thousand","7.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2001","Thousand","7.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2002","Thousand","7.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2003","Thousand","7.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2004","Thousand","8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2005","Thousand","8.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2006","Thousand","8.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2007","Thousand","8.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2008","Thousand","9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2009","Thousand","9.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2010","Thousand","9.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2011","Thousand","9.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2012","Thousand","9.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2013","Thousand","9.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2014","Thousand","10.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2015","Thousand","10.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2016","Thousand","10.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","Midland","2017","Thousand","10.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","1996","Thousand","17.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","1997","Thousand","11.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","1998","Thousand","11.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","1999","Thousand","11.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2000","Thousand","12.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2001","Thousand","12.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2002","Thousand","12.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2003","Thousand","13.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2004","Thousand","13.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2005","Thousand","13.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2006","Thousand","13.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2007","Thousand","14"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2008","Thousand","13.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2009","Thousand","14.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2010","Thousand","14.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2011","Thousand","14.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2012","Thousand","15"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2013","Thousand","15.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2014","Thousand","15.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2015","Thousand","15.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2016","Thousand","15.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","West","2017","Thousand","15.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","1996","Thousand","13"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","1997","Thousand","31.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","1998","Thousand","31.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","1999","Thousand","31.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2000","Thousand","31.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2001","Thousand","32"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2002","Thousand","32.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2003","Thousand","33"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2004","Thousand","33.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2005","Thousand","34.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2006","Thousand","35.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2007","Thousand","36.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2008","Thousand","37.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2009","Thousand","37.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2010","Thousand","38.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2011","Thousand","38.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2012","Thousand","38.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2013","Thousand","38.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2014","Thousand","39.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2015","Thousand","40.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2016","Thousand","42.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Dublin","2017","Thousand","43.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","1996","Thousand","30.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","1997","Thousand","12"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","1998","Thousand","12.4"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","1999","Thousand","12.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2000","Thousand","12.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2001","Thousand","13.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2002","Thousand","13.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2003","Thousand","14.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2004","Thousand","14.5"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2005","Thousand","14.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2006","Thousand","15.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2007","Thousand","16.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2008","Thousand","17.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2009","Thousand","17.9"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2010","Thousand","18.2"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2011","Thousand","18.6"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2012","Thousand","19.1"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2013","Thousand","19.3"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2014","Thousand","19.8"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2015","Thousand","20"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2016","Thousand","20.7"
"Estimated Population (Persons in April)","45 - 49 years","Male","Mid-East","2017","Thousand","21.4"
